Video Card,Video Card Price,gpu_chipset,gpu_memory,gpu_core_clock,gpu_boostclock,gpu_color
Sapphire Radeon RX 6800 16 GB NITRO+,178650,Radeon RX 6800,16 GB,1700 MHz,Black / Silver,310.5 mm
MSI GeForce RTX 2070 8 GB DUKE OC,129000,GeForce RTX 2070,8 GB,1410 MHz,1710 MHz,Black / Silver
EVGA GeForce GTX 770 4 GB Dual FTW ACX,38000,GeForce GTX 770,4 GB,1085 MHz,1137 MHz,Black / Gold
Gigabyte GeForce RTX 3090 24 GB AORUS XTREME,350000,GeForce RTX 3090,24 GB,1395 MHz,1860 MHz,Black
Asus GeForce RTX 2070 8 GB DUAL MINI OC,117000,GeForce RTX 2070,8 GB,1410 MHz,1680 MHz,Black
XFX Radeon RX 6800 16 GB Speedster QICK 319 BLACK,175900,Radeon RX 6800,16 GB,1850 MHz,2190 MHz,Black
Gainward GeForce RTX 2060 6 GB Phoenix GS,95600,GeForce RTX 2060,6 GB,1365 MHz,1680 MHz,Black
MSI GeForce RTX 3070 8 GB VENTUS 2X OC,168000,GeForce RTX 3070,8 GB,1500 MHz,1755 MHz,Black / Silver
Asus GeForce RTX 3060 12 GB DUAL,120000,GeForce RTX 3060,12 GB,1320 MHz,Black,200 mm
EVGA GeForce RTX 2080 8 GB XC GAMING,175600,GeForce RTX 2080,8 GB,1515 MHz,Black / Clear,270 mm
Palit GeForce RTX 3090 24 GB GameRock,365000,GeForce RTX 3090,24 GB,1395 MHz,Silver / Black,304 mm
EVGA GeForce RTX 2070 SUPER 8 GB FTW3 ULTRA+,152650,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1815 MHz,Black
Asus Radeon RX 6800 XT 16 GB STRIX LC GAMING OC,175000,Radeon RX 6800 XT,16 GB,1825 MHz,2360 MHz,Black / Silver
EVGA GeForce RTX 2060 6 GB XC BLACK GAMING,85950,GeForce RTX 2060,6 GB,1365 MHz,1680 MHz,Black
EVGA GeForce GTX 970 4 GB FTW+ ACX 2.0+,36000,GeForce GTX 970,4 GB,1216 MHz,1367 MHz,Black / Blue
Asus GeForce RTX 2080 SUPER 8 GB DUAL EVO OC,182000,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1860 MHz,Black
XFX Radeon RX 480 8 GB RS,38500,Radeon RX 480,8 GB,1120 MHz,1288 MHz,Black
Gigabyte GeForce GTX 1650 G5 4 GB MINI ITX OC,59500,GeForce GTX 1650 G5,4 GB,1665 MHz,1680 MHz,Black / Silver
EVGA GeForce RTX 2080 8 GB XC2 ULTRA GAMING,179000,GeForce RTX 2080,8 GB,1515 MHz,1815 MHz,Black / Clear
Gigabyte Radeon RX 590 8 GB GAMING,68900,Radeon RX 590,8 GB,1545 MHz,1560 MHz,Black / Orange
EVGA GeForce RTX 2060 SUPER 8 GB XC GAMING,95850,GeForce RTX 2060 SUPER,8 GB,1470 MHz,1695 MHz,Transparent
MSI GeForce RTX 3070 8 GB VENTUS 2X,168000,GeForce RTX 3070,8 GB,1500 MHz,1725 MHz,Black / Silver
GALAX GeForce RTX 2080 SUPER 8 GB EX,195000,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1860 MHz,Black / Clear
Gigabyte GeForce GTX 1060 6GB 6 GB AORUS XTREME,67000,GeForce GTX 1060 6GB,6 GB,1645 MHz,1873 MHz,Black / Orange
EVGA GeForce GTX 1080 8 GB SC2 Gaming,119000,GeForce GTX 1080,8 GB,1708 MHz,1847 MHz,Silver / Black
XFX Radeon RX 5700 XT 8 GB THICC II,75700,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Black
MSI GeForce RTX 2070 8 GB TRI FROZR,130500,GeForce RTX 2070,8 GB,1410 MHz,1620 MHz,Black
Asus Radeon RX 580 8 GB ROG STRIX TOP,70000,Radeon RX 580,8 GB,1257 MHz,1431 MHz,Black
EVGA GeForce GTX 1660 Ti 6 GB XC ULTRA GAMING,107500,GeForce GTX 1660 Ti,6 GB,1500 MHz,1860 MHz,Black
EVGA GeForce GTX 1080 Ti 11 GB DT GAMING,185000,GeForce GTX 1080 Ti,11 GB,1480 MHz,1582 MHz,Silver / Black
Gigabyte GeForce RTX 2080 8 GB GAMING OC,159300,GeForce RTX 2080,8 GB,1515 MHz,Black,285.5 mm
Gigabyte GeForce RTX 3090 24 GB AORUS MASTER,350000,GeForce RTX 3090,24 GB,1395 MHz,1785 MHz,Black
Zotac GeForce RTX 2080 Ti 11 GB GAMING AMP,255200,GeForce RTX 2080 Ti,11 GB,1350 MHz,1665 MHz,Black
Sapphire Radeon RX 570 8 GB NITRO+,66500,Radeon RX 570,8 GB,1168 MHz,1340 MHz,Black
XFX Radeon R7 360 2 GB DD,19500,Radeon R7 360,2 GB,1050 MHz,Black / Silver,234 mm
EVGA GeForce GTX 1080 Ti 11 GB SC2 HYBRID GAMING,182500,GeForce GTX 1080 Ti,11 GB,1556 MHz,1670 MHz,Black / Silver
EVGA GeForce GTX 1070 8 GB Founders Edition,66500,GeForce GTX 1070,8 GB,1506 MHz,1683 MHz,Black / Silver
Asus GeForce RTX 2080 8 GB STRIX GAMING,173000,GeForce RTX 2080,8 GB,1515 MHz,Black,299.7 mm
PNY GeForce GTX 1650 SUPER 4 GB XLR8 Gaming Overclocked Edition,58000,GeForce GTX 1650 SUPER,4 GB,1530 MHz,1770 MHz,Black
Gigabyte Radeon RX 6700 XT 12 GB AORUS ELITE,110500,Radeon RX 6700 XT,12 GB,2321 MHz,Black,296 mm
Asus GeForce GTX 1070 8 GB STRIX,72000,GeForce GTX 1070,8 GB,1506 MHz,1721 MHz,Black
MSI GeForce RTX 2070 SUPER 8 GB VENTUS GP OC,149850,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1785 MHz,Silver / Black
PNY GeForce GTX 1650 G5 4 GB XLR8 Gaming Overclocked Edition,58000,GeForce GTX 1650 G5,4 GB,1485 MHz,1725 MHz,Black
Gigabyte GeForce RTX 2080 8 GB AORUS XTREME,156000,GeForce RTX 2080,8 GB,1515 MHz,1890 MHz,Black
Zotac GeForce GTX 1080 8 GB AMP,112000,GeForce GTX 1080,8 GB,1683 MHz,1822 MHz,Black / Yellow
MSI GeForce RTX 3070 Ti 8 GB GAMING TRIO,178500,GeForce RTX 3070 Ti,8 GB,1575 MHz,1800 MHz,Black / Silver
MSI GeForce GTX 1650 G6 4 GB D6 AERO ITX OC,76500,GeForce GTX 1650 G6,4 GB,1410 MHz,1620 MHz,Black / White
Asus GeForce GTX 1080 Ti 11 GB Turbo,190000,GeForce GTX 1080 Ti,11 GB,1480 MHz,1582 MHz,Black / White
Zotac GeForce GTX 1660 Ti 6 GB GAMING,109500,GeForce GTX 1660 Ti,6 GB,1500 MHz,1770 MHz,Black
EVGA GeForce GTX 760 2 GB Superclocked ACX,18500,GeForce GTX 760,2 GB,1072 MHz,1137 MHz,Black / Silver
Gigabyte Radeon RX 580 4 GB GAMING,40000,Radeon RX 580,4 GB,1257 MHz,1355 MHz,Black / Orange
GALAX GeForce GTX 1060 6GB 6 GB OC,66500,GeForce GTX 1060 6GB,6 GB,1518 MHz,1733 MHz,Black / Silver
MSI GeForce GTX 1080 8 GB GAMING,120000,GeForce GTX 1080,8 GB,1607 MHz,1771 MHz,Black / Red
Zotac GeForce RTX 2070 SUPER 8 GB GAMING Twin Fan,146900,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1770 MHz,Black
Asus Radeon RX 6800 16 GB STRIX GAMING OC,175000,Radeon RX 6800,16 GB,1700 MHz,2190 MHz,Silver / Black
EVGA GeForce GTX 980 Ti 6 GB ACX 2.0+,55000,GeForce GTX 980 Ti,6 GB,1000 MHz,1076 MHz,Black / Silver
Gigabyte GeForce GTX 1070 8 GB WINDFORCE OC,65000,GeForce GTX 1070,8 GB,1556 MHz,1771 MHz,Black / Orange
Asus GeForce GTX 780 3 GB DirectCU II,29000,GeForce GTX 780,3 GB,889 MHz,941 MHz,Black / Red
Zotac GeForce RTX 3070 8 GB GAMING Twin Edge,159000,GeForce RTX 3070,8 GB,1500 MHz,1725 MHz,Black
MSI Radeon HD 7850 2 GB TWIN FROZR,16500,Radeon HD 7850,2 GB,900 MHz,Black / Silver,197 mm
MSI Radeon RX 570 8 GB GAMING X,75800,Radeon RX 570,8 GB,1168 MHz,1293 MHz,Black / Red
PowerColor Radeon RX 570 4 GB Red Devil,42000,Radeon RX 570,4 GB,1168 MHz,1320 MHz,Black / Red
Gigabyte GeForce GTX 1080 8 GB TURBO OC,115000,GeForce GTX 1080,8 GB,1657 MHz,1797 MHz,Black / Orange
Palit GeForce GTX 1050 Ti 4 GB StormX,44500,GeForce GTX 1050 Ti,4 GB,1290 MHz,1392 MHz,Black
Gigabyte Radeon RX 580 8 GB AORUS,74500,Radeon RX 580,8 GB,1257 MHz,1380 MHz,Black / Orange
MSI GeForce RTX 2080 SUPER 8 GB VENTUS XS OC,175000,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1830 MHz,Silver / Black
EVGA GeForce GTX 980 4 GB Superclocked ACX 2,30500,GeForce GTX 980,4 GB,1266 MHz,1367 MHz,Black
XFX Radeon R9 380X 4 GB DD XXX OC,29800,Radeon R9 380X,4 GB,990 MHz,Black / Silver,234 mm
Sapphire Radeon R9 280X 3 GB Vapor-X,20000,Radeon R9 280X,3 GB,950 MHz,1070 MHz,Black / Silver
MSI Radeon RX 470 4 GB GAMING X,38500,Radeon RX 470,4 GB,926 MHz,1254 MHz,Black / Red
Asus GeForce RTX 3080 10 GB Turbo,220000,GeForce RTX 3080 10GB,10 GB,1440 MHz,1740 MHz,Black / Silver
Gigabyte Radeon RX 5700 8 GB GAMING OC,159000,Radeon RX 5700,8 GB,1565 MHz,1750 MHz,Black / Gray
KFA2 GeForce RTX 2060 SUPER 8 GB (1-Click OC),90000,GeForce RTX 2060 SUPER,8 GB,1470 MHz,1680 MHz,Silver / Black
MSI GeForce RTX 2070 8 GB DUKE,119600,GeForce RTX 2070,8 GB,1410 MHz,1755 MHz,Silver / Black
Asus GeForce GTX 1080 Ti 11 GB POSEIDON,185000,GeForce GTX 1080 Ti,11 GB,1620 MHz,1733 MHz,Black
Asus GeForce GTX 1070 Ti 8 GB CERBERUS,108000,GeForce GTX 1070 Ti,8 GB,1607 MHz,1746 MHz,Black / Red
Inno3D GeForce RTX 3060 Ti 8 GB Twin X2 OC,158500,GeForce RTX 3060 Ti,8 GB,1410 MHz,1680 MHz,Black
Gigabyte GeForce RTX 2080 Ti 11 GB WINDFORCE OC,246700,GeForce RTX 2080 Ti,11 GB,1350 MHz,Black,281 mm
Gigabyte GeForce RTX 2080 Ti 11 GB AORUS XTREME WATERFORCE,252900,GeForce RTX 2080 Ti,11 GB,1545 MHz,1770 MHz,Black / Silver
Sapphire Radeon RX 570 4 GB NITRO+,38000,Radeon RX 570,4 GB,1168 MHz,1340 MHz,Black
Asus GeForce RTX 2080 8 GB DUAL Advanced,173000,GeForce RTX 2080,8 GB,1515 MHz,Black / White,268 mm
Sapphire Radeon RX 570 8 GB PULSE,71500,Radeon RX 570,8 GB,1168 MHz,1284 MHz,Black / Silver
PNY GeForce RTX 2080 Ti 11 GB XLR8 Gaming Overclocked Edition,248500,GeForce RTX 2080 Ti,11 GB,1350 MHz,1635 MHz,Black / Silver
Sapphire Radeon RX 590 8 GB NITRO+,95000,Radeon RX 590,8 GB,1469 MHz,1560 MHz,Gold / White
PowerColor Radeon RX 5700 8 GB Red Dragon,165000,Radeon RX 5700,8 GB,1565 MHz,1750 MHz,Black
PNY GeForce RTX 3090 24 GB XLR8 Gaming EPIC-X RGB,330000,GeForce RTX 3090,24 GB,1395 MHz,1695 MHz,Black
XFX Radeon R7 360 2 GB Core Edition,15800,Radeon R7 360,2 GB,1050 MHz,Black,234 mm
Gigabyte GeForce GTX 980 4 GB WINDFORCE,35000,GeForce GTX 980,4 GB,1228 MHz,1329 MHz,Black
Palit GeForce GTX 1650 G5 4 GB KalmX,50500,GeForce GTX 1650 G5,4 GB,1485 MHz,1665 MHz,Silver
EVGA GeForce RTX 2080 8 GB FTW3 ULTRA GAMING,175000,GeForce RTX 2080,8 GB,1515 MHz,1860 MHz,Clear / Black
GALAX GeForce RTX 2080 8 GB OC,169500,GeForce RTX 2080,8 GB,1515 MHz,1785 MHz,Black / Clear
MSI GeForce GTX 1650 G5 4 GB GAMING X,79500,GeForce GTX 1650 G5,4 GB,1485 MHz,1860 MHz,Black
GALAX GeForce RTX 2070 SUPER 8 GB EX,151500,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1815 MHz,Black
Asus GeForce RTX 3090 24 GB STRIX GAMING,345000,GeForce RTX 3090,24 GB,1395 MHz,1725 MHz,Black
Palit GeForce GTX 1070 8 GB Super JetStream,55000,GeForce GTX 1070,8 GB,1632 MHz,1835 MHz,Black / Gray
Sapphire Radeon RX 5700 8 GB PULSE,181000,Radeon RX 5700,8 GB,1540 MHz,1750 MHz,Black / Red
Zotac GeForce RTX 2070 8 GB GAMING OC MINI,115200,GeForce RTX 2070,8 GB,1410 MHz,1650 MHz,Black / Silver
Asus GeForce RTX 3090 24 GB TUF GAMING,345000,GeForce RTX 3090,24 GB,1395 MHz,1725 MHz,Black
Asus GeForce RTX 2060 SUPER 8 GB STRIX GAMING Advanced,99000,GeForce RTX 2060 SUPER,8 GB,1500 MHz,1710 MHz,Black
MSI GeForce GTX 1070 8 GB QUICK SILVER OC,75000,GeForce GTX 1070,8 GB,1506 MHz,1797 MHz,Black / Silver
Gigabyte Radeon RX 5500 XT 4 GB GAMING OC,85000,Radeon RX 5500 XT,4 GB,1685 MHz,1845 MHz,Black / Gray
XFX Radeon RX 470 4 GB Triple Dissipation,32000,Radeon RX 470,4 GB,926 MHz,1236 MHz,Black
EVGA GeForce RTX 2080 Ti 11 GB GAMING,248900,GeForce RTX 2080 Ti,11 GB,1350 MHz,1545 MHz,Black
PNY GeForce GTX 960 2 GB XLR8 Elite OC,18000,GeForce GTX 960,2 GB,1304 MHz,1367 MHz,Black / Yellow
Gigabyte GeForce RTX 2060 6 GB GAMING OC PRO WHITE,88000,GeForce RTX 2060,6 GB,1680 MHz,1830 MHz,White / Black
PowerColor Radeon RX 6800 16 GB Fighter OC,177500,Radeon RX 6800,16 GB,1700 MHz,2155 MHz,Black
EVGA GeForce GTX 1080 Ti 11 GB iCX GAMING,190500,GeForce GTX 1080 Ti,11 GB,1480 MHz,1582 MHz,Silver / Black
Gigabyte GeForce GTX 770 4 GB WINDFORCE,31000,GeForce GTX 770,4 GB,1046 MHz,1085 MHz,Black
Gigabyte Radeon RX 570 4 GB GAMING,42000,Radeon RX 570,4 GB,1168 MHz,1255 MHz,Black / Orange
Palit GeForce RTX 3070 8 GB GamingPro OC,152000,GeForce RTX 3070,8 GB,1500 MHz,1770 MHz,Black
MSI GeForce GTX 1060 3GB 3 GB GAMING X,41500,GeForce GTX 1060 3GB,3 GB,1594 MHz,1809 MHz,Black / Red
Gigabyte GeForce GTX 1650 G6 4 GB WINDFORCE,58000,GeForce GTX 1650 G6,4 GB,1410 MHz,1590 MHz,Black
MSI Radeon R9 390 8 GB GAMING,54000,Radeon R9 390,8 GB,1000 MHz,1060 MHz,Black / Red
MSI Radeon R7 240 2 GB LP,16000,Radeon R7 240,2 GB,600 MHz,Black,144 mm
MSI GeForce RTX 3060 Ti 8 GB TWIN FAN OC,180000,GeForce RTX 3060 Ti,8 GB,1410 MHz,1695 MHz,Black / Silver
Asus GeForce GTX 1660 Ti 6 GB STRIX GAMING Advanced,102500,GeForce GTX 1660 Ti,6 GB,1500 MHz,1830 MHz,Black
Gigabyte GeForce GTX 1070 8 GB MINI ITX OC,59250,GeForce GTX 1070,8 GB,1531 MHz,1746 MHz,Black / Orange
EVGA GeForce GTX 1660 6 GB XC ULTRA GAMING,79000,GeForce GTX 1660,6 GB,1530 MHz,1845 MHz,Black
Sapphire Radeon RX 580 4 GB PULSE,36700,Radeon RX 580,4 GB,1257 MHz,1366 MHz,Black
Zotac GeForce GTX 1070 Ti 8 GB AMP Extreme,102000,GeForce GTX 1070 Ti,8 GB,1607 MHz,1683 MHz,Black / Yellow
EVGA GeForce RTX 3060 12 GB XC BLACK GAMING,130000,GeForce RTX 3060,12 GB,1320 MHz,1777 MHz,Black
XFX Radeon RX 5700 XT 8 GB THICC III Ultra 2,85000,Radeon RX 5700 XT,8 GB,1810 MHz,2025 MHz,Black / Silver
Asus GeForce RTX 2060 6 GB Turbo,93000,GeForce RTX 2060,6 GB,1365 MHz,1710 MHz,Black / Silver
EVGA GeForce RTX 2070 8 GB XC ULTRA GAMING,120500,GeForce RTX 2070,8 GB,1410 MHz,1725 MHz,Clear / Black
KFA2 GeForce RTX 3070 8 GB EX,154000,GeForce RTX 3070,8 GB,1500 MHz,1785 MHz,Black
XFX Radeon RX 570 4 GB XXX,28900,Radeon RX 570,4 GB,1264 MHz,1284 MHz,Black / Red
EVGA GeForce RTX 2060 6 GB XC ULTRA GAMING,87500,GeForce RTX 2060,6 GB,1365 MHz,1830 MHz,Black
Asus GeForce RTX 2080 8 GB DUAL,171000,GeForce RTX 2080,8 GB,1515 MHz,Black / White,268 mm
Palit GeForce RTX 3060 Ti  8 GB Dual,120000,GeForce RTX 3060 Ti LHR,8 GB,1410 MHz,1665 MHz,Black
MSI GeForce RTX 2070 8 GB VENTUS,125200,GeForce RTX 2070,8 GB,1410 MHz,1620 MHz,Silver / Black
Zotac GeForce GTX 1080 Ti 11 GB AMP,175000,GeForce GTX 1080 Ti,11 GB,1569 MHz,1683 MHz,Black
EVGA GeForce RTX 2080 8 GB XC HYBRID GAMING,169800,GeForce RTX 2080,8 GB,1515 MHz,1800 MHz,Black / Clear
MSI Radeon RX 480 8 GB ARMOR,38900,Radeon RX 480,8 GB,1120 MHz,1291 MHz,Black / White
MSI GeForce RTX 3090 24 GB VENTUS 3X,362000,GeForce RTX 3090,24 GB,1395 MHz,Black,305 mm
Asus GeForce RTX 2070 8 GB DUAL EVO OC,117000,GeForce RTX 2070,8 GB,1410 MHz,1740 MHz,Black
Zotac GeForce RTX 2060 SUPER 8 GB AMP,94500,GeForce RTX 2060 SUPER,8 GB,1470 MHz,1680 MHz,Black
PowerColor Radeon RX 550 - 512 4 GB Red Dragon,38000,Radeon RX 550 - 512,4 GB,1100 MHz,1071 MHz,Black / Red
MSI GeForce GTX 1080 Ti 11 GB DUKE OC,188000,GeForce GTX 1080 Ti,11 GB,1531 MHz,1645 MHz,Black
PNY GeForce GTX 980 4 GB XLR8 PRO OC,32500,GeForce GTX 980,4 GB,1228 MHz,1329 MHz,Black / Silver
EVGA GeForce RTX 2080 SUPER 8 GB FTW3 HYBRID GAMING,185600,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1845 MHz,Transparent / Black
Zotac GeForce GTX 660 Ti 2 GB AMP,14000,GeForce GTX 660 Ti,2 GB,1033 MHz,Black / Orange,191 mm
Asus GeForce RTX 3090 24 GB Turbo,352000,GeForce RTX 3090,24 GB,1395 MHz,1725 MHz,Black
XFX Radeon R9 380 2 GB DD,18000,Radeon R9 380,2 GB,990 MHz,Black / Silver,234 mm
MSI GeForce RTX 2070 SUPER 8 GB VENTUS,148500,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1770 MHz,Black / Silver
Asus GeForce GTX 1660 SUPER 6 GB STRIX GAMING,86500,GeForce GTX 1660 SUPER,6 GB,1530 MHz,1815 MHz,Black / Silver
Gigabyte GeForce GTX 1050 2 GB WINDFORCE,28000,GeForce GTX 1050,2 GB,1354 MHz,1493 MHz,Black / Orange
Zotac GeForce RTX 2080 SUPER 8 GB GAMING AMP,180600,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1845 MHz,Black
Asus Radeon RX 6800 16 GB TUF GAMING OC,175000,Radeon RX 6800,16 GB,1700 MHz,2190 MHz,Black
Gigabyte GeForce RTX 2080 Ti 11 GB AORUS,245000,GeForce RTX 2080 Ti,11 GB,1545 MHz,1695 MHz,Black
Zotac GeForce RTX 2080 Ti 11 GB AMP Extreme,238500,GeForce RTX 2080 Ti,11 GB,1545 MHz,1815 MHz,Black / Silver
MSI GeForce GT 710 1 GB GT LP,10000,GeForce GT 710,1 GB,954 MHz,Black,129 mm
PowerColor Radeon RX 6800 XT 16 GB Red Dragon OC,178500,Radeon RX 6800 XT,16 GB,1825 MHz,2310 MHz,Black
Zotac GeForce GTX 1650 G5 4 GB GAMING Low Profile,55900,GeForce GTX 1650 G5,4 GB,1485 MHz,1665 MHz,Black
EVGA GeForce GTX 980 Ti 6 GB CLASSIFIED GAMING ACX 2.0+,59000,GeForce GTX 980 Ti,6 GB,1000 MHz,1190 MHz,Black / Silver
XFX Radeon RX 5600 XT 6 GB THICC III Pro,70000,Radeon RX 5600 XT,6 GB,1247 MHz,1750 MHz,Black
Asus GeForce RTX 2060 6 GB DUAL MINI OC,93000,GeForce RTX 2060,6 GB,1365 MHz,1750 MHz,Black
MSI GeForce GTX 1060 6GB 6 GB ARMOR OCV1,70000,GeForce GTX 1060 6GB,6 GB,1544 MHz,1759 MHz,Black / White
MSI GeForce GTX 1080 8 GB GAMING Z,120000,GeForce GTX 1080,8 GB,1607 MHz,1911 MHz,Black / Red
Zotac GeForce RTX 2070 SUPER 8 GB GAMING AMP,149000,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1800 MHz,Black
EVGA GeForce GT 740 2 GB Superclocked,14000,GeForce GT 740,2 GB,1059 MHz,Black / Silver,153 mm
EVGA GeForce GTX 950 2 GB SC GAMING,15400,GeForce GTX 950,2 GB,1127 MHz,1317 MHz,Black
MSI GeForce GTX 1070 Ti 8 GB DUKE,118000,GeForce GTX 1070 Ti,8 GB,1607 MHz,1683 MHz,Black
Gigabyte GeForce GTX 970 4 GB GAMING,35000,GeForce GTX 970,4 GB,1178 MHz,1329 MHz,Black
GALAX GeForce RTX 3080 10 GB SG,235000,GeForce RTX 3080 10GB,10 GB,1440 MHz,1725 MHz,Black
Asus GeForce RTX 2080 8 GB Turbo,175000,GeForce RTX 2080,8 GB,1515 MHz,Black,268 mm
MSI GeForce GTX 1660 Ti 6 GB ARMOR OC,115000,GeForce GTX 1660 Ti,6 GB,1500 MHz,1860 MHz,Black / White
Sapphire Radeon RX 5500 XT 8 GB NITRO+ SE,88000,Radeon RX 5500 XT,8 GB,1607 MHz,1845 MHz,Black
MSI GeForce RTX 3090 24 GB SUPRIM,360000,GeForce RTX 3090,24 GB,1395 MHz,1815 MHz,Black / Silver
MSI GeForce GTX 1060 6GB 6 GB GAMING,70000,GeForce GTX 1060 6GB,6 GB,1506 MHz,1746 MHz,Black / Red
Asus GeForce GTX 1660 Ti 6 GB STRIX GAMING OC,102500,GeForce GTX 1660 Ti,6 GB,1500 MHz,1890 MHz,Black
EVGA GeForce GTX 980 4 GB HYBRID,31000,GeForce GTX 980,4 GB,1291 MHz,1393 MHz,Black / Silver
MSI Radeon RX 480 8 GB GAMING X,63500,Radeon RX 480,8 GB,1120 MHz,1316 MHz,Black / Red
