Memory,Memory Price,ram_speed,ram_modules,ram_color,Inventoiry
G.Skill Trident Z 32 GB (4 x 8 GB) DDR4-3600 CL16,50000,DDR4-3600,4 x 8 GB,Black / White,1
Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-2666 CL16,12000,DDR4-2666,2 x 4 GB,Black / Yellow,1
Crucial Ballistix Sport LT 16 GB (2 x 8 GB) DDR4-2666 CL16,29000,DDR4-2666,2 x 8 GB,White,1
ADATA XPG SPECTRIX D50 16 GB (2 x 8 GB) DDR4-3200 CL16,16700,DDR4-3200,2 x 8 GB,Silver,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4000 CL16,51500,DDR4-4000,2 x 16 GB,White,1
G.Skill Trident Z Royal 64 GB (2 x 32 GB) DDR4-4000 CL18,140000,DDR4-4000,2 x 32 GB,Silver,1
Team T-FORCE DARK Za 32 GB (2 x 16 GB) DDR4-3600 CL18,27500,DDR4-3600,2 x 16 GB,Black / Silver,1
G.Skill Trident Z 64 GB (4 x 16 GB) DDR4-3200 CL14,85000,DDR4-3200,4 x 16 GB,Black,1
Team T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,27500,DDR4-3200,2 x 16 GB,Black,1
Corsair Vengeance LP 16 GB (2 x 8 GB) DDR3-1600 CL10,16000,DDR3-1600,2 x 8 GB,Black,1
Kingston HyperX Fury Black 16 GB (2 x 8 GB) DDR4-2133 CL14,14000,DDR4-2133,2 x 8 GB,Black,1
Thermaltake TOUGHRAM RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,24000,DDR4-3600,2 x 8 GB,White / Silver,1
ADATA XPG SPECTRIX D80 16 GB (2 x 8 GB) DDR4-3000 CL16,20500,DDR4-3000,2 x 8 GB,Black,1
Thermaltake TOUGHRAM RGB 16 GB (2 x 8 GB) DDR4-4400 CL19,29500,DDR4-4400,2 x 8 GB,Black,1
Kingston HyperX Fury Black 16 GB (4 x 4 GB) DDR4-2400 CL15,16000,DDR4-2400,4 x 4 GB,Black,1
Patriot Viper Steel 64 GB (2 x 32 GB) DDR4-3600 CL18,48000,DDR4-3600,2 x 32 GB,Silver / Black,1
Gigabyte AORUS RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,21000,DDR4-3600,2 x 8 GB,Black,1
G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3600 CL16,70000,DDR4-3600,2 x 32 GB,Black / Silver,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3000 CL16,40000,DDR4-3000,2 x 16 GB,Black,1
Corsair Vengeance RGB Pro 64 GB (8 x 8 GB) DDR4-3600 CL18,56000,DDR4-3600,8 x 8 GB,White,1
Crucial Ballistix Elite 16 GB (2 x 8 GB) DDR4-3200 CL15,14500,DDR4-3200,2 x 8 GB,Black,1
G.Skill Ripjaws V Series 8 GB (2 x 4 GB) DDR4-3200 CL16,11000,DDR4-3200,2 x 4 GB,Black,1
G.Skill Ripjaws V Series 8 GB (2 x 4 GB) DDR4-2400 CL15,9700,DDR4-2400,2 x 4 GB,Black / Red,1
G.Skill Ripjaws V Series 16 GB (1 x 16 GB) DDR4-3200 CL16,15600,DDR4-3200,1 x 16 GB,Black,1
Team T-Create Classic 16 GB (2 x 8 GB) DDR4-3200 CL22,13000,DDR4-3200,2 x 8 GB,Silver,1
ADATA XPG GAMMIX D30 16 GB (2 x 8 GB) DDR4-3200 CL16,18500,DDR4-3200,2 x 8 GB,Black,1
G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-3200 CL14,39000,DDR4-3200,2 x 16 GB,Silver / White,1
Team T-FORCE DELTA TUF Gaming 16 GB (2 x 8 GB) DDR4-3200 CL16,13500,DDR4-3200,2 x 8 GB,Black / Gold,1
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-2666 CL16,33000,DDR4-2666,2 x 16 GB,Black / Yellow,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL17,28000,DDR4-3600,2 x 8 GB,Black,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3800 CL14,37000,DDR4-3800,2 x 16 GB,Black,1
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-4400 CL16,28500,DDR4-4400,2 x 8 GB,Black,1
G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-3200 CL16,20500,DDR4-3200,2 x 8 GB,Silver / Black,1
Corsair Vengeance LPX 8 GB (1 x 8 GB) DDR4-2666 CL16,11500,DDR4-2666,1 x 8 GB,Black / Yellow,1
G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3200 CL16,68000,DDR4-3200,2 x 32 GB,Black / Silver,1
Team Night Hawk RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,14500,DDR4-3200,2 x 8 GB,Black,1
Corsair Vengeance RGB RT 32 GB (2 x 16 GB) DDR4-3200 CL16,28000,DDR4-3200,2 x 16 GB,White / Black,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-4000 CL16,48000,DDR4-4000,2 x 16 GB,Black,1
G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-3600 CL14,62500,DDR4-3600,4 x 8 GB,Silver,1
G.Skill Trident Z RGB 128 GB (4 x 32 GB) DDR4-3600 CL16,142000,DDR4-3600,4 x 32 GB,Black,1
ADATA XPG SPECTRIX D50 16 GB (2 x 8 GB) DDR4-3600 CL18,26000,DDR4-3600,2 x 8 GB,Black,1
Kingston HyperX Predator RGB 32 GB (4 x 8 GB) DDR4-3600 CL17,35500,DDR4-3600,4 x 8 GB,Black,1
Corsair Vengeance Pro 16 GB (2 x 8 GB) DDR3-1866 CL9,18500,DDR3-1866,2 x 8 GB,Black,1
Kingston HyperX Fury RGB 16 GB (2 x 8 GB) DDR4-2666 CL16,16500,DDR4-2666,2 x 8 GB,Black,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-4000 CL14,42000,DDR4-4000,2 x 16 GB,Black,1
Corsair Dominator Platinum RGB 64 GB (4 x 16 GB) DDR4-3200 CL16,75000,DDR4-3200,4 x 16 GB,Black,1
Patriot Viper RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,15000,DDR4-3200,2 x 8 GB,Black / Silver,1
G.Skill Ripjaws V Series 32 GB (2 x 16 GB) DDR4-3200 CL14,27000,DDR4-3200,2 x 16 GB,Black,1
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-3600 CL18,59000,DDR4-3600,4 x 8 GB,Black,1
G.Skill Trident Z RGB 128 GB (4 x 32 GB) DDR4-3600 CL18,144000,DDR4-3600,4 x 32 GB,Black,1
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL16,28500,DDR4-3600,2 x 16 GB,Black / Yellow,1
G.Skill Trident Z RGB 64 GB (2 x 32 GB) DDR4-3600 CL18,67000,DDR4-3600,2 x 32 GB,Black,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4266 CL17,53000,DDR4-4266,2 x 16 GB,Silver,1
ADATA XPG SPECTRIX D60G 16 GB (2 x 8 GB) DDR4-3600 CL18,28000,DDR4-3600,2 x 8 GB,Black,1
ADATA XPG SPECTRIX D41 16 GB (2 x 8 GB) DDR4-3000 CL16,12000,DDR4-3000,2 x 8 GB,Black,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL14,48000,DDR4-3600,2 x 16 GB,Black,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-4000 CL18,44000,DDR4-4000,2 x 16 GB,Black / Silver,1
G.Skill Trident Z 16 GB (2 x 8 GB) DDR4-3200 CL14,18500,DDR4-3200,2 x 8 GB,Silver / White,1
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL18,36500,DDR4-3600,2 x 16 GB,Black,1
Kingston HyperX Predator 16 GB (2 x 8 GB) DDR4-4000 CL19,21000,DDR4-4000,2 x 8 GB,Black,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2666 CL16,13500,DDR4-2666,2 x 8 GB,Black / Yellow,1
G.Skill Flare X Series 16 GB (2 x 8 GB) DDR4-3200 CL14,28000,DDR4-3200,2 x 8 GB,Black,1
Kingston HyperX Fury 8 GB (1 x 8 GB) DDR4-2666 CL16,9300,DDR4-2666,1 x 8 GB,Black,1
Team T-Force XTREEM ARGB 16 GB (2 x 8 GB) DDR4-3200 CL16,18000,DDR4-3200,2 x 8 GB,White,1
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-3600 CL17,60000,DDR4-3600,4 x 8 GB,Black,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3800 CL18,39000,DDR4-3800,2 x 16 GB,Black,1
G.Skill Ripjaws V 32 GB (4 x 8 GB) DDR4-3600 CL18,37000,DDR4-3600,4 x 8 GB,Black,1
Crucial Ballistix 16 GB (2 x 8 GB) DDR4-2666 CL16,18500,DDR4-2666,2 x 8 GB,Red,1
Corsair Vengeance RGB RT 16 GB (2 x 8 GB) DDR4-3600 CL18,16000,DDR4-3600,2 x 8 GB,White / Black,1
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-4000 CL19,19000,DDR4-4000,2 x 8 GB,Silver / Black,1
Patriot Viper RGB 16 GB (2 x 8 GB) DDR4-4133 CL19,17500,DDR4-4133,2 x 8 GB,Black,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL18,43500,DDR4-3600,2 x 16 GB,Black,1
Corsair Vengeance RGB Pro 64 GB (4 x 16 GB) DDR4-3200 CL16,54000,DDR4-3200,4 x 16 GB,Black,1
G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-3600 CL17,42000,DDR4-3600,2 x 16 GB,Black / White,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL14,43000,DDR4-3200,2 x 16 GB,Black,1
G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3800 CL16,58000,DDR4-3800,4 x 8 GB,Black,1
Team T-Force Delta RGB 8 GB (2 x 4 GB) DDR4-3000 CL16,8500,DDR4-3000,2 x 4 GB,Black,1
Klevv CRAS X RGB 32 GB (2 x 16 GB) DDR4-3600 CL18,38000,DDR4-3600,2 x 16 GB,Black,1
G.Skill Trident Z Neo 64 GB (4 x 16 GB) DDR4-3200 CL14,67000,DDR4-3200,4 x 16 GB,Black,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-4000 CL19,46000,DDR4-4000,2 x 16 GB,Black,1
Team T-FORCE VULCAN Z 32 GB (2 x 16 GB) DDR4-3000 CL16,27500,DDR4-3000,2 x 16 GB,Black,1
G.Skill Flare X 32 GB (4 x 8 GB) DDR4-3200 CL14,41500,DDR4-3200,4 x 8 GB,Black,1
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-4400 CL19,20000,DDR4-4400,2 x 8 GB,Silver / Black,1
Team T-Force Night Hawk RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,15000,DDR4-3600,2 x 8 GB,Black,1
Crucial Ballistix Sport LT 16 GB (2 x 8 GB) DDR4-3000 CL15,30000,DDR4-3000,2 x 8 GB,Black,1
Team Dark Pro 16 GB (2 x 8 GB) DDR4-3200 CL14,12500,DDR4-3200,2 x 8 GB,Black,1
Team T-FORCE VULCAN Z 8 GB (1 x 8 GB) DDR4-3600 CL18,8500,DDR4-3600,1 x 8 GB,Black,1
Corsair Vengeance RGB Pro 64 GB (4 x 16 GB) DDR4-2666 CL16,51000,DDR4-2666,4 x 16 GB,Black,1
Corsair Dominator Platinum 32 GB (4 x 8 GB) DDR4-2666 CL15,30000,DDR4-2666,4 x 8 GB,Black,1
G.Skill Ripjaws V 64 GB (4 x 16 GB) DDR4-3600 CL16,70000,DDR4-3600,4 x 16 GB,Black,1
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3000 CL15,41000,DDR4-3000,2 x 16 GB,Black,1
Thermaltake TOUGHRAM RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,22000,DDR4-3200,2 x 8 GB,Black / Silver,1
G.Skill Trident Z Royal 64 GB (2 x 32 GB) DDR4-3600 CL18,135000,DDR4-3600,2 x 32 GB,Silver,1
Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-3000 CL16,14000,DDR4-3000,2 x 4 GB,Black / Yellow,1
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3600 CL16,42000,DDR4-3600,4 x 8 GB,Black / Yellow,1
Mushkin Enhanced Silverline 32 GB (2 x 16 GB) DDR4-2400 CL17,34000,DDR4-2400,2 x 16 GB,Silver / Green,1
G.Skill Trident Z Royal 128 GB (4 x 32 GB) DDR4-3600 CL16,212000,DDR4-3600,4 x 32 GB,Gold,1
Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR4-3200 CL14,32000,DDR4-3200,2 x 16 GB,Black,1
Corsair Vengeance LPX 16 GB (1 x 16 GB) DDR4-3000 CL15,16500,DDR4-3000,1 x 16 GB,Black,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2133 CL13,14000,DDR4-2133,2 x 8 GB,Black / Yellow,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3000 CL15,14000,DDR4-3000,2 x 8 GB,White,1
G.Skill Flare X 16 GB (2 x 8 GB) DDR4-3200 CL16,20700,DDR4-3200,2 x 8 GB,Black,1
G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3600 CL18,55000,DDR4-3600,4 x 8 GB,Silver / Black,1
OLOy Blade RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,17000,DDR4-3200,2 x 8 GB,Black,1
ADATA XPG SPECTRIX D60G 32 GB (2 x 16 GB) DDR4-3600 CL18,35000,DDR4-3600,2 x 16 GB,Black,1
Kingston HyperX Predator RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,17500,DDR4-3200,2 x 8 GB,Black,1
PNY Anarchy 16 GB (2 x 8 GB) DDR4-2133 CL15,14000,DDR4-2133,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-2933 CL16,34000,DDR4-2933,4 x 8 GB,Black,1
Team T-Force Night Hawk RGB 16 GB (2 x 8 GB) DDR4-4000 CL18,16500,DDR4-4000,2 x 8 GB,Black,1
Crucial Ballistix Sport 8 GB (2 x 4 GB) DDR3-1600 CL9,10500,DDR3-1600,2 x 4 GB,Black,1
GeIL EVO SPEAR Phantom Gaming 16 GB (2 x 8 GB) DDR4-3000 CL16,19500,DDR4-3000,2 x 8 GB,Black,1
Crucial Ballistix Tactical Tracer RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,19500,DDR4-3200,2 x 8 GB,Black,1
Corsair Vengeance RGB 32 GB (4 x 8 GB) DDR4-3466 CL16,56500,DDR4-3466,4 x 8 GB,Black,1
Kingston HyperX Fury 16 GB (1 x 16 GB) DDR4-2666 CL16,15800,DDR4-2666,1 x 16 GB,Black,1
G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-3800 CL14,24000,DDR4-3800,2 x 8 GB,Black,1
Silicon Power XPOWER Turbine RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,26000,DDR4-3200,2 x 8 GB,Silver / Black,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-4000 CL19,21500,DDR4-4000,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-2933 CL16,40500,DDR4-2933,2 x 16 GB,Black,1
Team Vulcan Z 16 GB (2 x 8 GB) DDR4-3600 CL18,17500,DDR4-3600,2 x 8 GB,Black,1
Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-3600 CL18,55000,DDR4-3600,2 x 32 GB,Black,1
Corsair Dominator Platinum RGB 64 GB (8 x 8 GB) DDR4-3600 CL16,145000,DDR4-3600,8 x 8 GB,Black,1
Corsair Vengeance 16 GB (4 x 4 GB) DDR3-1600 CL9,21000,DDR3-1600,4 x 4 GB,Black / Blue,1
Team T-Force XTREEM 64 GB (4 x 16 GB) DDR4-3600 CL16,63000,DDR4-3600,4 x 16 GB,Black,1
G.Skill Aegis 8 GB (1 x 8 GB) DDR4-3000 CL16,8500,DDR4-3000,1 x 8 GB,Black / Red,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-4133 CL19,36000,DDR4-4133,2 x 8 GB,Black,1
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3866 CL18,18000,DDR4-3866,2 x 8 GB,Black,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL14,17500,DDR4-3600,2 x 8 GB,Black / Yellow,1
G.Skill Trident Z 32 GB (4 x 8 GB) DDR4-3200 CL15,47000,DDR4-3200,4 x 8 GB,Silver / White,1
OLOy Blade RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,35500,DDR4-3200,2 x 16 GB,White,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL16,27000,DDR4-3600,2 x 8 GB,Black,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-4000 CL16,32000,DDR4-4000,2 x 8 GB,Black,1
Crucial Ballistix Tactical Tracer RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,19000,DDR4-3200,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro SL 16 GB (2 x 8 GB) DDR4-3200 CL16,15000,DDR4-3200,2 x 8 GB,Black,1
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-3200 CL14,25000,DDR4-3200,2 x 8 GB,Silver,1
Team Vulcan 8 GB (2 x 4 GB) DDR3-1600 CL9,10000,DDR3-1600,2 x 4 GB,Black,1
G.Skill Ripjaws 4 series 64 GB (8 x 8 GB) DDR4-2400 CL15,97000,DDR4-2400,8 x 8 GB,Black,1
Kingston FURY 32 GB (2 x 16 GB) DDR4-2400 CL15,28000,DDR4-2400,2 x 16 GB,Black,1
ADATA XPG GAMMIX D10 16 GB (2 x 8 GB) DDR4-3000 CL16,14000,DDR4-3000,2 x 8 GB,Black,1
Klevv CRAS X RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,18500,DDR4-3600,2 x 8 GB,Black,1
Corsair Vengeance LED 16 GB (2 x 8 GB) DDR4-3000 CL15,16000,DDR4-3000,2 x 8 GB,Black,1
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-4000 CL16,42000,DDR4-4000,2 x 16 GB,Black,1
ADATA XPG SPECTRIX D60G 32 GB (2 x 16 GB) DDR4-3200 CL16,32000,DDR4-3200,2 x 16 GB,Black,1
Corsair Vengeance RGB 16 GB (2 x 8 GB) DDR4-3000 CL15,17000,DDR4-3000,2 x 8 GB,Black,1
G.Skill FORTIS 16 GB (2 x 8 GB) DDR4-2133 CL15,18000,DDR4-2133,2 x 8 GB,Black,1
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3200 CL16,40000,DDR4-3200,4 x 8 GB,Black / Yellow,1
Team Elite 8 GB (1 x 8 GB) DDR4-2400 CL15,7300,DDR4-2400,1 x 8 GB,Black,1
Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR4-3466 CL16,35000,DDR4-3466,2 x 16 GB,Black,1
Crucial Ballistix Sport 8 GB (1 x 8 GB) DDR3-1600 CL9,8500,DDR3-1600,1 x 8 GB,Black / Silver,1
G.Skill Trident X 16 GB (2 x 8 GB) DDR3-2400 CL10,15000,DDR3-2400,2 x 8 GB,Black / Red,1
Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR4-3200 CL16,23000,DDR4-3200,2 x 8 GB,Black,1
Corsair Vengeance RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,20000,DDR4-3200,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro 64 GB (2 x 32 GB) DDR4-3200 CL16,56000,DDR4-3200,2 x 32 GB,Black,1
Kingston HyperX Fury 8 GB (1 x 8 GB) DDR4-2400 CL15,8500,DDR4-2400,1 x 8 GB,Black,1
Corsair Dominator Platinum SE 32 GB (2 x 16 GB) DDR4-3200 CL14,45000,DDR4-3200,2 x 16 GB,Black,1
Gigabyte DESIGNARE 64 GB (2 x 32 GB) DDR4-3200 CL16,57000,DDR4-3200,2 x 32 GB,Black,1
Corsair Vengeance LED 32 GB (4 x 8 GB) DDR4-2666 CL16,36000,DDR4-2666,4 x 8 GB,Black,1
Crucial Ballistix Sport LT 16 GB (2 x 8 GB) DDR4-3200 CL16,31500,DDR4-3200,2 x 8 GB,Black,1
Crucial Ballistix Tactical 16 GB (2 x 8 GB) DDR3-1866 CL9,18000,DDR3-1866,2 x 8 GB,Black,1
Crucial Ballistix Elite 8 GB (1 x 8 GB) DDR4-2666 CL16,8000,DDR4-2666,1 x 8 GB,Black,1
Crucial Ballistix 8 GB (2 x 4 GB) DDR3-1866 CL9,9500,DDR3-1866,2 x 4 GB,Black,1
Kingston HyperX Fury RGB 32 GB (2 x 16 GB) DDR4-3600 CL17,28000,DDR4-3600,2 x 16 GB,Black,1
Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-3200 CL16,14000,DDR4-3200,2 x 4 GB,Black,1
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL19,31000,DDR4-3600,2 x 16 GB,Black,1
Crucial Ballistix Elite 16 GB (2 x 8 GB) DDR4-4000 CL18,23000,DDR4-4000,2 x 8 GB,Black,1
Team T-FORCE DARK PRO 8PACK RIPPED 16 GB (2 x 8 GB) DDR4-3600 CL14,17000,DDR4-3600,2 x 8 GB,Black,1
Kingston HyperX Fury 8 GB (2 x 4 GB) DDR4-3200 CL18,11000,DDR4-3200,2 x 4 GB,Black,1
GeIL Pristine 16 GB (1 x 16 GB) DDR4-2400 CL16,24000,DDR4-2400,1 x 16 GB,Black,1
Samsung Green 8 GB (1 x 8 GB) DDR4-2133 CL15,7800,DDR4-2133,1 x 8 GB,Green / Black,1
Corsair Dominator Platinum RGB 32 GB (4 x 8 GB) DDR4-4000 CL19,78000,DDR4-4000,4 x 8 GB,White,1
G.Skill Aegis 16 GB (1 x 16 GB) DDR4-2666 CL19,15000,DDR4-2666,1 x 16 GB,Black / Red,1
G.Skill Trident Z Neo 256 GB (8 x 32 GB) DDR4-3600 CL18,238500,DDR4-3600,8 x 32 GB,Silver / Black,1
