Memory,Memory Price,ram_speed,ram_modules,ram_color,Inventoiry
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR4-3000 CL16,48000,DDR4-3000,2 x 16 GB,Black,1
Corsair Vengeance LPX 64 GB (4 x 16 GB) DDR4-3000 CL16,77000,DDR4-3000,4 x 16 GB,Black,1
OLOy WarHawk RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,33500,DDR4-3200,2 x 16 GB,Black,1
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-3600 CL18,26000,DDR4-3600,2 x 8 GB,Silver,1
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL14,35000,DDR4-3600,2 x 16 GB,Black,1
G.Skill Trident Z Royal 128 GB (4 x 32 GB) DDR4-4000 CL18,220000,DDR4-4000,4 x 32 GB,Black,1
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-2400 CL15,33000,DDR4-2400,4 x 8 GB,Black / Yellow,1
Team T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3000 CL16,26500,DDR4-3000,2 x 16 GB,Black,1
Team XTREEM ARGB 32 GB (2 x 16 GB) DDR4-3200 CL14,37000,DDR4-3200,2 x 16 GB,White,1
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3000 CL16,27000,DDR4-3000,2 x 16 GB,Black,1
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9,9500,DDR3-1600,2 x 4 GB,Black / Silver,1
G.Skill Sniper X 32 GB (2 x 16 GB) DDR4-3200 CL16,24500,DDR4-3200,2 x 16 GB,Black / Camo,1
G.Skill Trident Z 16 GB (2 x 8 GB) DDR4-4133 CL19,23500,DDR4-4133,2 x 8 GB,Black / White,1
Crucial Ballistix Sport AT 8 GB (1 x 8 GB) DDR4-2666 CL16,13000,DDR4-2666,1 x 8 GB,Black,1
G.Skill TridentZ RGB 32 GB (4 x 8 GB) DDR4-4000 CL17,35000,DDR4-4000,4 x 8 GB,Black,1
ADATA XPG V1.0 16 GB (2 x 8 GB) DDR3-1866 CL10,19500,DDR3-1866,2 x 8 GB,Black,1
Patriot Viper 4 Blackout 16 GB (2 x 8 GB) DDR4-3200 CL16,14500,DDR4-3200,2 x 8 GB,Black,1
G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-4000 CL17,64500,DDR4-4000,4 x 8 GB,Silver,1
ADATA XPG Z1 16 GB (2 x 8 GB) DDR4-3200 CL16,26500,DDR4-3200,2 x 8 GB,Black,1
Team T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3000 CL16,16500,DDR4-3000,2 x 8 GB,White,1
Patriot Viper Steel 8 GB (1 x 8 GB) DDR4-3000 CL16,8000,DDR4-3000,1 x 8 GB,Silver / Black,1
Kingston HyperX Fury RGB 32 GB (2 x 16 GB) DDR4-2666 CL16,26000,DDR4-2666,2 x 16 GB,Black,1
Patriot Viper 3 8 GB (2 x 4 GB) DDR3-1600 CL9,7300,DDR3-1600,2 x 4 GB,Black / Silver,1
G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-3600 CL16,20500,DDR4-3600,2 x 8 GB,Black,1
G.Skill Ripjaws X Series 16 GB (2 x 8 GB) DDR3-1600 CL9,19500,DDR3-1600,2 x 8 GB,Black / Blue,1
Patriot Viper Elite 8 GB (2 x 4 GB) DDR4-2666 CL16,9000,DDR4-2666,2 x 4 GB,Silver,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-4266 CL19,22000,DDR4-4266,2 x 8 GB,Black,1
Patriot Viper 4 16 GB (2 x 8 GB) DDR4-3200 CL16,13500,DDR4-3200,2 x 8 GB,Red / Black,1
Kingston HyperX Predator 32 GB (2 x 16 GB) DDR4-3200 CL16,34500,DDR4-3200,2 x 16 GB,Black,1
Kingston FURY 16 GB (2 x 8 GB) DDR4-2666 CL16,18000,DDR4-2666,2 x 8 GB,Black,1
G.Skill Aegis 8 GB (2 x 4 GB) DDR4-2400 CL17,10000,DDR4-2400,2 x 4 GB,Black / Red,1
G.Skill Aegis 32 GB (2 x 16 GB) DDR4-2666 CL19,25000,DDR4-2666,2 x 16 GB,Black / Red,1
Team T-Force XTREEM ARGB 16 GB (2 x 8 GB) DDR4-4000 CL18,21000,DDR4-4000,2 x 8 GB,White,1
Team T-Force XTREEM ARGB 16 GB (2 x 8 GB) DDR4-3600 CL14,19500,DDR4-3600,2 x 8 GB,Black,1
G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-3600 CL14,20500,DDR4-3600,2 x 8 GB,Black / Silver,1
G.Skill Ripjaws X Series 8 GB (2 x 4 GB) DDR3-2133 CL9,9300,DDR3-2133,2 x 4 GB,Black / Blue,1
G.Skill Trident Z Neo 64 GB (4 x 16 GB) DDR4-3600 CL14,71000,DDR4-3600,4 x 16 GB,Black / Silver,1
OLOy WarHawk RGB 32 GB (2 x 16 GB) DDR4-3600 CL16,35000,DDR4-3600,2 x 16 GB,Black,1
Corsair Dominator Platinum RGB 16 GB (2 x 8 GB) DDR4-3466 CL16,23000,DDR4-3466,2 x 8 GB,Black,1
Crucial Ballistix 64 GB (2 x 32 GB) DDR4-3600 CL16,54000,DDR4-3600,2 x 32 GB,Black,1
Team T-FORCE VULCAN TUF Gaming Allian 16 GB (2 x 8 GB) DDR4-3200 CL16,18000,DDR4-3200,2 x 8 GB,Gold / Black,1
Thermaltake TOUGHRAM RGB 32 GB (2 x 16 GB) DDR4-3600 CL18,41000,DDR4-3600,2 x 16 GB,Black,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-2666 CL18,20500,DDR4-2666,2 x 8 GB,Black,1
G.Skill Ripjaws X Series 16 GB (2 x 8 GB) DDR3-2133 CL11,21000,DDR3-2133,2 x 8 GB,Black,1
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4800 CL18,32500,DDR4-4800,2 x 8 GB,Silver,1
G.Skill Trident Z RGB 64 GB (4 x 16 GB) DDR4-3200 CL14,70000,DDR4-3200,4 x 16 GB,Black,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-4000 CL18,20000,DDR4-4000,2 x 8 GB,Black,1
ADATA XPG GAMMIX D20 16 GB (2 x 8 GB) DDR4-3200 CL16,18500,DDR4-3200,2 x 8 GB,Black,1
G.Skill Aegis 32 GB (4 x 8 GB) DDR4-3200 CL16,28000,DDR4-3200,4 x 8 GB,Red / Black,1
Kingston D1G64KL110 8 GB (1 x 8 GB) DDR3-1600 CL11,9100,DDR3-1600,1 x 8 GB,Black,1
Crucial Ballistix Sport LT 16 GB (1 x 16 GB) DDR4-2400 CL16,28000,DDR4-2400,1 x 16 GB,Black,1
GeIL Evo X II RGB SYNC 16 GB (2 x 8 GB) DDR4-3200 CL16,19500,DDR4-3200,2 x 8 GB,Black,1
Corsair XMS3 8 GB (2 x 4 GB) DDR3-1600 CL9,13000,DDR3-1600,2 x 4 GB,Black / Silver,1
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-2666 CL19,19200,DDR4-2666,2 x 8 GB,Red / Black,1
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3200 CL16,16000,DDR4-3200,2 x 8 GB,Silver / Black,1
Crucial Ballistix Sport 16 GB (2 x 8 GB) DDR4-2400 CL16,25000,DDR4-2400,2 x 8 GB,Black,1
Corsair Vengeance LED 64 GB (4 x 16 GB) DDR4-3000 CL15,65000,DDR4-3000,4 x 16 GB,Black,1
Corsair Vengeance Pro 16 GB (4 x 4 GB) DDR3-2133 CL9,22000,DDR3-2133,4 x 4 GB,Black,1
Crucial Ballistix Elite 16 GB (2 x 8 GB) DDR4-3600 CL16,17000,DDR4-3600,2 x 8 GB,Black,1
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-2400 CL14,32000,DDR4-2400,2 x 16 GB,Black / Yellow,1
Corsair Vengeance LPX 16 GB (1 x 16 GB) DDR4-3200 CL16,18000,DDR4-3200,1 x 16 GB,Black / Yellow,1
G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-4000 CL18,65000,DDR4-4000,2 x 32 GB,Black,1
Crucial Ballistix Sport LT 16 GB (2 x 8 GB) DDR4-2400 CL16,28000,DDR4-2400,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro 128 GB (4 x 32 GB) DDR4-3600 CL18,110000,DDR4-3600,4 x 32 GB,Black,1
G.Skill TridentZ RGB Series 16 GB (2 x 8 GB) DDR4-4000 CL17,35000,DDR4-4000,2 x 8 GB,Black,1
Patriot Signature Premium 8 GB (1 x 8 GB) DDR4-2666 CL19,8000,DDR4-2666,1 x 8 GB,Black,1
Patriot Viper Steel 8 GB (2 x 4 GB) DDR4-3200 CL16,9000,DDR4-3200,2 x 4 GB,Silver / Black,1
Crucial Ballistix MAX 32 GB (2 x 16 GB) DDR4-4000 CL18,26000,DDR4-4000,2 x 16 GB,Black,1
Patriot Viper 4 Blackout 16 GB (2 x 8 GB) DDR4-3600 CL17,14500,DDR4-3600,2 x 8 GB,Black,1
Team T-FORCE VULCAN Z 32 GB (2 x 16 GB) DDR4-3600 CL18,30000,DDR4-3600,2 x 16 GB,Black,1
Team T-FORCE VULCAN Z 64 GB (2 x 32 GB) DDR4-3200 CL16,60000,DDR4-3200,2 x 32 GB,Gray,1
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3000 CL15,36000,DDR4-3000,4 x 8 GB,Black,1
G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-3600 CL18,61000,DDR4-3600,4 x 8 GB,Black,1
Crucial Ballistix Sport 32 GB (4 x 8 GB) DDR3-1600 CL9,48000,DDR3-1600,4 x 8 GB,Black,1
GeIL Orion AMD Edition 32 GB (2 x 16 GB) DDR4-3000 CL16,28500,DDR4-3000,2 x 16 GB,Red,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3600 CL14,30000,DDR4-3600,2 x 16 GB,Black / Silver,1
G.Skill Trident Z RGB 128 GB (4 x 32 GB) DDR4-3200 CL16,137500,DDR4-3200,4 x 32 GB,Black,1
Kingston HyperX Predator RGB 32 GB (4 x 8 GB) DDR4-3200 CL16,36000,DDR4-3200,4 x 8 GB,Black,1
Team Dark 8 GB (2 x 4 GB) DDR3-1600 CL9,7500,DDR3-1600,2 x 4 GB,Black,1
G.Skill Trident Z RGB 64 GB (4 x 16 GB) DDR4-3200 CL16,69000,DDR4-3200,4 x 16 GB,Black,1
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-4000 CL18,46000,DDR4-4000,2 x 16 GB,Black,1
Kingston FURY 16 GB (1 x 16 GB) DDR4-2133 CL14,23500,DDR4-2133,1 x 16 GB,Black,1
Crucial Ballistix 32 GB (2 x 16 GB) DDR4-2666 CL16,22000,DDR4-2666,2 x 16 GB,White,1
Team Vulcan 16 GB (2 x 8 GB) DDR4-3000 CL16,16000,DDR4-3000,2 x 8 GB,Black / Gray,1
G.Skill Trident Z Royal 64 GB (4 x 16 GB) DDR4-3200 CL16,128000,DDR4-3200,4 x 16 GB,Silver,1
GeIL EVO POTENZA 8 GB (2 x 4 GB) DDR4-3000 CL15,10000,DDR4-3000,2 x 4 GB,Black,1
Kingston HyperX Fury Blue 8 GB (1 x 8 GB) DDR3-1600 CL10,8800,DDR3-1600,1 x 8 GB,Blue / Silver,1
Team T-Force XTREEM ARGB 32 GB (2 x 16 GB) DDR4-3200 CL16,30000,DDR4-3200,2 x 16 GB,White,1
Thermaltake TOUGHPOWER Z-ONE RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,24500,DDR4-3600,2 x 8 GB,Black,1
Corsair Vengeance LPX 4 GB (1 x 4 GB) DDR4-2400 CL16,6500,DDR4-2400,1 x 4 GB,Black / Yellow,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-3200 CL16,46000,DDR4-3200,2 x 16 GB,Silver,1
Kingston D1G64KL110 8 GB (1 x 8 GB) DDR3-1600 CL11,7900,DDR3-1600,1 x 8 GB,Black,1
G.Skill Aegis 8 GB (1 x 8 GB) DDR4-2666 CL19,8300,DDR4-2666,1 x 8 GB,Red / Black,1
Kingston HyperX Fury 32 GB (4 x 8 GB) DDR4-2666 CL16,28000,DDR4-2666,4 x 8 GB,Black,1
Kingston HyperX Fury Black 8 GB (1 x 8 GB) DDR4-2133 CL14,8300,DDR4-2133,1 x 8 GB,Black,1
G.Skill Flare X 32 GB (2 x 16 GB) DDR4-2400 CL15,37000,DDR4-2400,2 x 16 GB,Black,1
Corsair Dominator Platinum 32 GB (2 x 16 GB) DDR4-3000 CL15,36000,DDR4-3000,2 x 16 GB,Black / Silver,1
Kingston Beast 8 GB (2 x 4 GB) DDR3-2400 CL11,9800,DDR3-2400,2 x 4 GB,Black,1
Team T-FORCE VULCAN Z 16 GB (2 x 8 GB) DDR4-2666 CL18,17500,DDR4-2666,2 x 8 GB,Red,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-4000 CL19,23000,DDR4-4000,2 x 8 GB,Black / Yellow,1
ADATA XPG V2 16 GB (2 x 8 GB) DDR3-1866 CL10,20000,DDR3-1866,2 x 8 GB,Black,1
G.Skill Trident Z Royal Elite 32 GB (2 x 16 GB) DDR4-4000 CL14,780000,DDR4-4000,2 x 16 GB,Black,1
Corsair Vengeance RGB Pro 64 GB (2 x 32 GB) DDR4-3600 CL18,58000,DDR4-3600,2 x 32 GB,Black,1
G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-3000 CL15,18500,DDR4-3000,2 x 8 GB,Black,1
Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-3000 CL15,13500,DDR4-3000,2 x 4 GB,Black,1
ADATA XPG GAMMIX D10 16 GB (2 x 8 GB) DDR4-2666 CL16,12000,DDR4-2666,2 x 8 GB,Black,1
Klevv BOLT X 16 GB (2 x 8 GB) DDR4-3600 CL18,19000,DDR4-3600,2 x 8 GB,Black,1
Kingston HyperX Predator RGB 8 GB (1 x 8 GB) DDR4-3600 CL17,9000,DDR4-3600,1 x 8 GB,Black,1
Corsair Vengeance RGB Pro 64 GB (2 x 32 GB) DDR4-2666 CL16,53000,DDR4-2666,2 x 32 GB,Black,1
Antec Katana RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,27000,DDR4-3600,2 x 8 GB,Black,1
Team T-FORCE VULCAN Z 16 GB (2 x 8 GB) DDR4-3600 CL18,21000,DDR4-3600,2 x 8 GB,Red / Black,1
Kingston HyperX Fury RGB 8 GB (1 x 8 GB) DDR4-3200 CL16,36000,DDR4-3200,1 x 8 GB,Black,1
ADATA XPG GAMMIX D10 16 GB (2 x 8 GB) DDR4-3200 CL16,16000,DDR4-3200,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro SL 32 GB (4 x 8 GB) DDR4-3600 CL18,29000,DDR4-3600,4 x 8 GB,Black,1
Apacer AU 16 GB (1 x 16 GB) DDR4-2400 CL17,21000,DDR4-2400,1 x 16 GB,Black,1
Kingston ValueRAM 2 GB (1 x 2 GB) DDR3-1333 CL9,2500,DDR3-1333,1 x 2 GB,Green,1
Patriot Viper 4 Blackout 32 GB (2 x 16 GB) DDR4-3600 CL18,28000,DDR4-3600,2 x 16 GB,Black,1
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-2800 CL17,16500,DDR4-2800,2 x 8 GB,Black / Red,1
Kingston HyperX FURY 16 GB (2 x 8 GB) DDR3-1866 CL11,14000,DDR3-1866,2 x 8 GB,Black,1
Team T-FORCE DARK Z 32 GB (2 x 16 GB) DDR4-3200 CL16,24000,DDR4-3200,2 x 16 GB,Black,1
Kingston HyperX Fury Black 8 GB (2 x 4 GB) DDR3-1600 CL10,9500,DDR3-1600,2 x 4 GB,Black / Silver,1
Corsair ValueSelect 4 GB (1 x 4 GB) DDR3-1600 CL11,4500,DDR3-1600,1 x 4 GB,Black / Green,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-3600 CL14,48500,DDR4-3600,2 x 16 GB,Silver,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-2666 CL16,12500,DDR4-2666,2 x 8 GB,Black,1
Patriot Viper 4 Blackout 16 GB (2 x 8 GB) DDR4-4000 CL19,16000,DDR4-4000,2 x 8 GB,Black,1
Team T-FORCE DARK Z 32 GB (2 x 16 GB) DDR4-3600 CL18,23500,DDR4-3600,2 x 16 GB,Black,1
Corsair Dominator Platinum 32 GB (4 x 8 GB) DDR3-2400 CL11,28000,DDR3-2400,4 x 8 GB,Black,1
G.Skill Ripjaws V 128 GB (4 x 32 GB) DDR4-3200 CL16,169000,DDR4-3200,4 x 32 GB,Black,1
Corsair Vengeance LPX 8 GB (1 x 8 GB) DDR4-2400 CL16,10000,DDR4-2400,1 x 8 GB,Black / Yellow,1
G.Skill Trident Z Royal 64 GB (4 x 16 GB) DDR4-3200 CL14,128000,DDR4-3200,4 x 16 GB,Gold,1
G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-4000 CL18,63500,DDR4-4000,4 x 8 GB,Gold,1
Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3000 CL15,34500,DDR4-3000,4 x 8 GB,Black,1
Corsair Vengeance LED 16 GB (2 x 8 GB) DDR4-2400 CL16,13000,DDR4-2400,2 x 8 GB,Black / White,1
Corsair Vengeance Pro 16 GB (2 x 8 GB) DDR3-1600 CL9,17500,DDR3-1600,2 x 8 GB,Black / Red,1
Kingston HyperX T1 Black Series 12 GB (3 x 4 GB) DDR3-1600 CL9,11500,DDR3-1600,3 x 4 GB,Black,1
Kingston HyperX Fury RGB 8 GB (1 x 8 GB) DDR4-3466 CL16,9500,DDR4-3466,1 x 8 GB,Black,1
G.Skill Flare X 32 GB (2 x 16 GB) DDR4-3200 CL14,39500,DDR4-3200,2 x 16 GB,Black,1
Apacer Panther-Golden 8 GB (1 x 8 GB) DDR4-2666 CL16,17000,DDR4-2666,1 x 8 GB,Black,1
Crucial Ballistix Sport 16 GB (2 x 8 GB) DDR3-1600 CL9,23500,DDR3-1600,2 x 8 GB,Black,1
Team Night Hawk RGB 16 GB (2 x 8 GB) DDR4-3000 CL16,14000,DDR4-3000,2 x 8 GB,White,1
PNY XLR8 16 GB (2 x 8 GB) DDR3-1600 CL9,13500,DDR3-1600,2 x 8 GB,Black,1
ADATA XPG GAMMIX D10 32 GB (2 x 16 GB) DDR4-3600 CL18,17500,DDR4-3600,2 x 16 GB,Black,1
Patriot Viper Steel 32 GB (2 x 16 GB) DDR4-3000 CL16,28500,DDR4-3000,2 x 16 GB,Silver / Black,1
Team T-Force XTREEM ARGB 64 GB (2 x 32 GB) DDR4-3200 CL16,65000,DDR4-3200,2 x 32 GB,Black,1
Silicon Power GAMING 32 GB (2 x 16 GB) DDR4-3200 CL16,16000,DDR4-3200,2 x 16 GB,Black,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL20,21000,DDR4-3600,2 x 8 GB,Black / Yellow,1
G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-3400 CL16,41000,DDR4-3400,2 x 16 GB,Black,1
Kingston HyperX Predator 32 GB (4 x 8 GB) DDR4-3000 CL15,35000,DDR4-3000,4 x 8 GB,Black,1
Mushkin Blackline 16 GB (2 x 8 GB) DDR4-2400 CL15,16000,DDR4-2400,2 x 8 GB,Black,1
G.Skill Ripjaws V 32 GB (4 x 8 GB) DDR4-3600 CL16,36000,DDR4-3600,4 x 8 GB,Black,1
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-3000 CL14,55000,DDR4-3000,4 x 8 GB,Black,1
G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3600 CL14,52000,DDR4-3600,4 x 8 GB,Black / Silver,1
Patriot Viper Steel 8 GB (1 x 8 GB) DDR4-3200 CL16,8500,DDR4-3200,1 x 8 GB,Silver / Black,1
Silicon Power XPOWER Turbine 16 GB (2 x 8 GB) DDR4-3600 CL18,16500,DDR4-3600,2 x 8 GB,Blue,1
G.Skill Sniper Gaming Series 16 GB (4 x 4 GB) DDR3-2133 CL11,28000,DDR3-2133,4 x 4 GB,Black,1
Kingston FURY 16 GB (2 x 8 GB) DDR4-2400 CL15,17500,DDR4-2400,2 x 8 GB,Black,1
Patriot Viper 4 Blackout 8 GB (2 x 4 GB) DDR4-3000 CL16,13500,DDR4-3000,2 x 4 GB,Black,1
Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR4-3733 CL17,24000,DDR4-3733,2 x 8 GB,Black,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-4400 CL17,38000,DDR4-4400,2 x 8 GB,Black,1
Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-4000 CL18,40000,DDR4-4000,4 x 8 GB,Black,1
Corsair Dominator Platinum 32 GB (4 x 8 GB) DDR4-3200 CL16,33000,DDR4-3200,4 x 8 GB,Black,1
G.Skill Aegis 8 GB (1 x 8 GB) DDR4-3200 CL16,9000,DDR4-3200,1 x 8 GB,Red / Black,1
Patriot Viper 3 Low Profile Blue 16 GB (2 x 8 GB) DDR3-1600 CL10,13000,DDR3-1600,2 x 8 GB,Black,1
Neo Forza FAYE 32 GB (2 x 16 GB) DDR4-3200 CL16,33000,DDR4-3200,2 x 16 GB,Silver / Black,1
Crucial Ballistix Sport LT 8 GB (2 x 4 GB) DDR4-2666 CL16,11500,DDR4-2666,2 x 4 GB,Black,1
G.Skill Trident Z RGB 64 GB (2 x 32 GB) DDR4-3600 CL16,68000,DDR4-3600,2 x 32 GB,Black,1
G.Skill Trident X 8 GB (2 x 4 GB) DDR3-2400 CL10,15000,DDR3-2400,2 x 4 GB,Black,1
G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3800 CL18,58000,DDR4-3800,4 x 8 GB,Black,1
Corsair XMS3 4 GB (2 x 2 GB) DDR3-1600 CL9,8000,DDR3-1600,2 x 2 GB,Black / Blue,1
G.Skill Ripjaws Z Series 32 GB (4 x 8 GB) DDR3-2133 CL11,44500,DDR3-2133,4 x 8 GB,Black,1
ADATA XPG GAMMIX D20 64 GB (2 x 32 GB) DDR4-3200 CL16,18500,DDR4-3200,2 x 32 GB,Black,1
G.Skill Flare X 32 GB (2 x 16 GB) DDR4-3200 CL16,39500,DDR4-3200,2 x 16 GB,Black,1
Team T-Force XTREEM ARGB 32 GB (2 x 16 GB) DDR4-3600 CL18,31000,DDR4-3600,2 x 16 GB,White,1
