Memory,Memory Price,ram_speed,ram_modules,ram_color,Inventoiry
G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3200 CL14,49000,DDR4-3200,4 x 8 GB,Black,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3000 CL15,21500,DDR4-3000,2 x 8 GB,Black,1
Team T-FORCE DARK Z 32 GB (1 x 32 GB) DDR4-3200 CL16,25000,DDR4-3200,1 x 32 GB,Black,1
G.Skill Trident 8 GB (2 x 4 GB) DDR3-2400 CL10,15000,DDR3-2400,2 x 4 GB,Black,1
G.Skill Trident Z 16 GB (2 x 8 GB) DDR4-3600 CL15,21000,DDR4-3600,2 x 8 GB,Black,1
Patriot Viper 3 16 GB (2 x 8 GB) DDR3-1600 CL9,11500,DDR3-1600,2 x 8 GB,Black / Silver,1
Team T-Force Night Hawk RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,28000,DDR4-3200,2 x 16 GB,White,1
G.Skill Trident Z Royal 64 GB (4 x 16 GB) DDR4-3600 CL16,133000,DDR4-3600,4 x 16 GB,Silver,1
G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3200 CL16,51000,DDR4-3200,4 x 8 GB,Silver / Black,1
Crucial Ballistix Elite 32 GB (4 x 8 GB) DDR4-4000 CL18,23000,DDR4-4000,4 x 8 GB,Black,1
Crucial Ballistix 8 GB (1 x 8 GB) DDR3-1866 CL9,7500,DDR3-1866,1 x 8 GB,Black,1
Crucial Ballistix 16 GB (2 x 8 GB) DDR4-2400 CL16,18000,DDR4-2400,2 x 8 GB,Black,1
Corsair Vengeance RGB 32 GB (4 x 8 GB) DDR4-3000 CL15,53000,DDR4-3000,4 x 8 GB,Black,1
Corsair Dominator Platinum 32 GB (2 x 16 GB) DDR4-3200 CL16,35000,DDR4-3200,2 x 16 GB,Black / Silver,1
GeIL EVO SPEAR Phantom Gaming 32 GB (2 x 16 GB) DDR4-3000 CL16,19500,DDR4-3000,2 x 16 GB,Black,1
G.Skill Ares Series 8 GB (2 x 4 GB) DDR3-1600 CL9,13500,DDR3-1600,2 x 4 GB,Black / Blue,1
Corsair Vengeance LPX 64 GB (4 x 16 GB) DDR4-3200 CL16,79000,DDR4-3200,4 x 16 GB,Black / Yellow,1
ADATA XPG V1.0 16 GB (2 x 8 GB) DDR3-1600 CL9,18000,DDR3-1600,2 x 8 GB,Black,1
Kingston HyperX Predator RGB 16 GB (2 x 8 GB) DDR4-4000 CL19,22500,DDR4-4000,2 x 8 GB,Black,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL17,44000,DDR4-3600,2 x 16 GB,Black,1
Corsair Vengeance LED 16 GB (2 x 8 GB) DDR4-3200 CL16,16500,DDR4-3200,2 x 8 GB,Black,1
Patriot Viper Steel 16 GB (1 x 16 GB) DDR4-3200 CL16,13000,DDR4-3200,1 x 16 GB,Silver / Black,1
Team T-Force Dark Pro 16 GB (2 x 8 GB) DDR4-3200 CL16,17500,DDR4-3200,2 x 8 GB,Black,1
ADATA XPG SPECTRIX D50 32 GB (2 x 16 GB) DDR4-3200 CL16,13000,DDR4-3200,2 x 16 GB,Black,1
ADATA Premier 8 GB (1 x 8 GB) DDR4-2400 CL17,8500,DDR4-2400,1 x 8 GB,Green,1
G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-3200 CL16,39500,DDR4-3200,2 x 16 GB,Black / White,1
G.Skill Trident Z Neo 64 GB (4 x 16 GB) DDR4-3200 CL16,69000,DDR4-3200,4 x 16 GB,Black,1
G.Skill Ripjaws Series 8 GB (2 x 4 GB) DDR3-1066 CL7,1200,DDR3-1066,2 x 4 GB,Black / Red,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL14,16500,DDR4-3200,2 x 8 GB,Black,1
G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3800 CL18,73000,DDR4-3800,2 x 32 GB,Black,1
Silicon Power Gaming 16 GB (2 x 8 GB) DDR4-3000 CL16,14500,DDR4-3000,2 x 8 GB,Black / Silver,1
Patriot Signature 16 GB (2 x 8 GB) DDR3-1600 CL11,10500,DDR3-1600,2 x 8 GB,Black,1
GeIL EVO POTENZA 16 GB (2 x 8 GB) DDR4-2400 CL16,17500,DDR4-2400,2 x 8 GB,Black,1
Team T-FORCE VULCAN Z 8 GB (1 x 8 GB) DDR4-3200 CL16,8000,DDR4-3200,1 x 8 GB,Black,1
Team NIGHT HAWK 32 GB (2 x 16 GB) DDR4-3200 CL16,24500,DDR4-3200,2 x 16 GB,Black,1
GeIL EVO POTENZA 16 GB (2 x 8 GB) DDR4-3200 CL16,20000,DDR4-3200,2 x 8 GB,Black,1
GeIL EVO POTENZA 16 GB (2 x 8 GB) DDR4-2133 CL15,16500,DDR4-2133,2 x 8 GB,Black,1
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-2400 CL15,19000,DDR4-2400,2 x 8 GB,Black,1
Patriot Viper 3 16 GB (2 x 8 GB) DDR3-1866 CL10,12000,DDR3-1866,2 x 8 GB,Black / Silver,1
Kingston HyperX Fury Black 4 GB (1 x 4 GB) DDR3-1866 CL10,4500,DDR3-1866,1 x 4 GB,Black / Silver,1
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-4000 CL18,62000,DDR4-4000,4 x 8 GB,Black,1
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3000 CL16,14500,DDR4-3000,2 x 8 GB,Silver / Black,1
Patriot Signature Premium 8 GB (2 x 4 GB) DDR4-2666 CL19,8200,DDR4-2666,2 x 4 GB,Black,1
Crucial Ballistix MAX RGB 32 GB (2 x 16 GB) DDR4-4000 CL18,26000,DDR4-4000,2 x 16 GB,Black,1
Team T-FORCE DELTA TUF Gaming 32 GB (2 x 16 GB) DDR4-3200 CL16,13500,DDR4-3200,2 x 16 GB,Black / Gold,1
G.Skill Trident Z Royal 64 GB (2 x 32 GB) DDR4-3200 CL16,130000,DDR4-3200,2 x 32 GB,Silver,1
Crucial Ballistix Sport LT 64 GB (4 x 16 GB) DDR4-2400 CL16,68000,DDR4-2400,4 x 16 GB,Black,1
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-4000 CL15,63000,DDR4-4000,4 x 8 GB,Black,1
Patriot Viper Elite 8 GB (1 x 8 GB) DDR4-2400 CL16,8500,DDR4-2400,1 x 8 GB,Black,1
G.Skill Trident Z 32 GB (4 x 8 GB) DDR4-3200 CL14,47000,DDR4-3200,4 x 8 GB,Silver / White,1
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3733 CL17,45000,DDR4-3733,2 x 16 GB,Black,1
G.Skill Sniper Series 8 GB (2 x 4 GB) DDR3-2133 CL9,8900,DDR3-2133,2 x 4 GB,Black,1
Team T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-2666 CL15,15000,DDR4-2666,2 x 8 GB,Black,1
G.Skill Ripjaws Series 8 GB (2 x 4 GB) DDR3-1600 CL9,14000,DDR3-1600,2 x 4 GB,Black / Red,1
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL19,38500,DDR4-3600,2 x 16 GB,Red / Black,1
GeIL Evo X II RGB SYNC 16 GB (2 x 8 GB) DDR4-3000 CL16,18500,DDR4-3000,2 x 8 GB,Black,1
Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-3000 CL16,45000,DDR4-3000,2 x 32 GB,Black / Yellow,1
Crucial Ballistix MAX 16 GB (2 x 8 GB) DDR4-4000 CL18,13500,DDR4-4000,2 x 8 GB,Black,1
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-3866 CL18,61000,DDR4-3866,4 x 8 GB,Black,1
G.Skill Ripjaws X Series 32 GB (4 x 8 GB) DDR3-1600 CL10,23500,DDR3-1600,4 x 8 GB,Black,1
G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-3200 CL14,20500,DDR4-3200,2 x 8 GB,Silver / Black,1
Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-2666 CL16,32500,DDR4-2666,4 x 8 GB,Black,1
Team Elite 16 GB (2 x 8 GB) DDR3-1600 CL11,13500,DDR3-1600,2 x 8 GB,Black,1
GeIL SUPER LUCE RGB SYNC 16 GB (2 x 8 GB) DDR4-3600 CL18,20500,DDR4-3600,2 x 8 GB,Black,1
ADATA XPG GAMMIX D20 32 GB (2 x 16 GB) DDR4-3200 CL16,18500,DDR4-3200,2 x 16 GB,Black,1
V-Color Prism RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,16500,DDR4-3200,2 x 8 GB,Black,1
Crucial Ballistix Elite 8 GB (2 x 4 GB) DDR3-1600 CL8,7500,DDR3-1600,2 x 4 GB,Black,1
ADATA XPG SPECTRIX D41 32 GB (2 x 16 GB) DDR4-2666 CL16,25000,DDR4-2666,2 x 16 GB,Black,1
ADATA XPG V1.0 8 GB (2 x 4 GB) DDR3-1866 CL10,19500,DDR3-1866,2 x 4 GB,Black,1
Crucial Ballistix Sport LT 32 GB (2 x 16 GB) DDR4-2400 CL16,35000,DDR4-2400,2 x 16 GB,Black,1
Corsair Vengeance LPX 8 GB (1 x 8 GB) DDR4-3000 CL16,13000,DDR4-3000,1 x 8 GB,Black,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-3000 CL16,45500,DDR4-3000,2 x 16 GB,Silver,1
G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-3200 CL16,58500,DDR4-3200,4 x 8 GB,Silver,1
Corsair Vengeance LPX 128 GB (4 x 32 GB) DDR4-3600 CL18,118000,DDR4-3600,4 x 32 GB,Black / Yellow,1
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL20,31000,DDR4-3600,2 x 16 GB,Black,1
Thermaltake TOUGHPOWER 16 GB (2 x 8 GB) DDR4-3200 CL16,22000,DDR4-3200,2 x 8 GB,Black / Silver,1
Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-2400 CL16,11000,DDR4-2400,2 x 4 GB,Black / Yellow,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-3200 CL14,47500,DDR4-3200,2 x 16 GB,Black,1
Kingston Savage 16 GB (4 x 4 GB) DDR4-2666 CL13,18000,DDR4-2666,4 x 4 GB,Black,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2400 CL14,15000,DDR4-2400,2 x 8 GB,Black / Yellow,1
Corsair Dominator Platinum RGB 32 GB (4 x 8 GB) DDR4-3000 CL15,52000,DDR4-3000,4 x 8 GB,Black,1
Team T-Create Classic 64 GB (2 x 32 GB) DDR4-3200 CL22,43000,DDR4-3200,2 x 32 GB,Silver,1
G.Skill Trident Z 16 GB (2 x 8 GB) DDR4-4000 CL18,23000,DDR4-4000,2 x 8 GB,Black / White,1
G.Skill Ares Series 16 GB (2 x 8 GB) DDR3-2133 CL11,21000,DDR3-2133,2 x 8 GB,Black,1
G.Skill Trident Z Neo 128 GB (4 x 32 GB) DDR4-3200 CL16,168000,DDR4-3200,4 x 32 GB,Black / Silver,1
Kingston HyperX Fury Blue 8 GB (2 x 4 GB) DDR3-1600 CL10,8500,DDR3-1600,2 x 4 GB,Black,1
G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-4000 CL19,43000,DDR4-4000,2 x 16 GB,Black / Silver,1
G.Skill Aegis 32 GB (2 x 16 GB) DDR4-3000 CL16,27000,DDR4-3000,2 x 16 GB,Red / Black,1
Corsair Vengeance LPX 16 GB (4 x 4 GB) DDR4-2133 CL15,16000,DDR4-2133,4 x 4 GB,Black,1
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-3000 CL16,23000,DDR4-3000,2 x 8 GB,Silver,1
ADATA XPG SPECTRIX D60G 16 GB (2 x 8 GB) DDR4-3600 CL17,28000,DDR4-3600,2 x 8 GB,Black,1
Crucial Ballistix Sport LT 32 GB (2 x 16 GB) DDR4-3200 CL16,35000,DDR4-3200,2 x 16 GB,Black,1
Kingston HyperX Predator 128 GB (4 x 32 GB) DDR4-3200 CL16,128000,DDR4-3200,4 x 32 GB,Black,1
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4266 CL16,28500,DDR4-4266,2 x 8 GB,Silver,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3200 CL16,29500,DDR4-3200,2 x 16 GB,Silver / Black,1
ADATA XPG GAMMIX D30 32 GB (2 x 16 GB) DDR4-3200 CL16,18500,DDR4-3200,2 x 16 GB,Black,1
G.Skill Trident Z Royal 64 GB (2 x 32 GB) DDR4-3200 CL14,132000,DDR4-3200,2 x 32 GB,Gold,1
Team T-FORCE XCALIBUR RGB SE 16 GB (2 x 8 GB) DDR4-4000 CL18,17000,DDR4-4000,2 x 8 GB,Black,1
Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-4000 CL18,58000,DDR4-4000,2 x 32 GB,Black / Yellow,1
Silicon Power XPOWER Turbine 32 GB (2 x 16 GB) DDR4-3200 CL16,26000,DDR4-3200,2 x 16 GB,Blue,1
Crucial Ballistix Sport 8 GB (2 x 4 GB) DDR4-2400 CL16,12000,DDR4-2400,2 x 4 GB,Black,1
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4000 CL17,51000,DDR4-4000,2 x 16 GB,Gold,1
Corsair Vengeance LPX 32 GB (1 x 32 GB) DDR4-3000 CL16,18500,DDR4-3000,1 x 32 GB,Black / Yellow,1
Team T-FORCE VULCAN TUF Gaming Allian 32 GB (2 x 16 GB) DDR4-3600 CL19,19000,DDR4-3600,2 x 16 GB,Black / Gold,1
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3000 CL16,37500,DDR4-3000,4 x 8 GB,Black,1
Crucial Ballistix Tactical 16 GB (2 x 8 GB) DDR4-3000 CL15,19000,DDR4-3000,2 x 8 GB,Black,1
Crucial Ballistix Tactical 16 GB (2 x 8 GB) DDR3-1600 CL8,17500,DDR3-1600,2 x 8 GB,Black,1
Kingston HyperX Fury 4 GB (1 x 4 GB) DDR4-2666 CL16,6000,DDR4-2666,1 x 4 GB,Black / Silver,1
G.Skill Aegis 16 GB (1 x 16 GB) DDR4-3200 CL16,16500,DDR4-3200,1 x 16 GB,Red / Black,1
Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR4-3200 CL14,23000,DDR4-3200,2 x 8 GB,Black,1
Crucial Ballistix Sport LT 8 GB (1 x 8 GB) DDR4-2400 CL16,9000,DDR4-2400,1 x 8 GB,Black,1
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-2400 CL15,15000,DDR4-2400,2 x 8 GB,Black / Red,1
Corsair Vengeance LED 32 GB (2 x 16 GB) DDR4-3000 CL15,31000,DDR4-3000,2 x 16 GB,Black,1
Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3200 CL14,35500,DDR4-3200,4 x 8 GB,Black,1
EVGA SuperSC 16 GB (2 x 8 GB) DDR4-2400 CL15,17500,DDR4-2400,2 x 8 GB,Black,1
Team T-FORCE VULCAN Z 8 GB (1 x 8 GB) DDR4-3000 CL16,7800,DDR4-3000,1 x 8 GB,Silver / Black,1
Team T-FORCE DARK Za 16 GB (2 x 8 GB) DDR4-3200 CL16,13000,DDR4-3200,2 x 8 GB,Black / Silver,1
G.Skill Trident Z Royal 128 GB (4 x 32 GB) DDR4-3200 CL16,204600,DDR4-3200,4 x 32 GB,Silver,1
Kingston HyperX FURY 16 GB (1 x 16 GB) DDR4-3200 CL16,18000,DDR4-3200,1 x 16 GB,Black,1
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2933 CL16,13500,DDR4-2933,2 x 8 GB,Black / Yellow,1
OLOy Warhawk RGB 64 GB (2 x 32 GB) DDR4-3200 CL16,64500,DDR4-3200,2 x 32 GB,Black,1
Team Vulcan 16 GB (2 x 8 GB) DDR4-2400 CL14,14500,DDR4-2400,2 x 8 GB,Black,1
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-4000 CL15,27000,DDR4-4000,2 x 8 GB,Black,1
Corsair Dominator Platinum 128 GB (8 x 16 GB) DDR4-2666 CL15,260000,DDR4-2666,8 x 16 GB,Black,1
G.Skill Flare X 32 GB (2 x 16 GB) DDR4-2933 CL16,38500,DDR4-2933,2 x 16 GB,Black,1
Corsair Vengeance LPX 128 GB (8 x 16 GB) DDR4-3200 CL16,115000,DDR4-3200,8 x 16 GB,Black / Yellow,1
G.Skill Ripjaws V Series 32 GB (4 x 8 GB) DDR4-3200 CL16,27500,DDR4-3200,4 x 8 GB,Red,1
Kingston HyperX Fury Blue 8 GB (2 x 4 GB) DDR3-1866 CL10,9000,DDR3-1866,2 x 4 GB,Blue / Silver,1
G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-3200 CL14,19000,DDR4-3200,2 x 8 GB,Black,1
Team Elite 4 GB (1 x 4 GB) DDR3-1600 CL11,3500,DDR3-1600,1 x 4 GB,Black,1
Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR4-4000 CL19,48000,DDR4-4000,2 x 16 GB,White,1
Corsair Vengeance RGB Pro 128 GB (4 x 32 GB) DDR4-4000 CL18,117500,DDR4-4000,4 x 32 GB,Black,1
Kingston HyperX Predator 8 GB (2 x 4 GB) DDR4-3000 CL15,9000,DDR4-3000,2 x 4 GB,Black / Silver,1
G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-2800 CL16,18000,DDR4-2800,2 x 8 GB,Black,1
Patriot Viper 4 16 GB (2 x 8 GB) DDR4-3000 CL16,12500,DDR4-3000,2 x 8 GB,Black / Red,1
G.Skill Aegis 16 GB (1 x 16 GB) DDR4-2133 CL15,14500,DDR4-2133,1 x 16 GB,Black / Red,1
Kingston HyperX Fury Black 16 GB (2 x 8 GB) DDR3-1866 CL10,12500,DDR3-1866,2 x 8 GB,Black,1
Patriot Signature 8 GB (1 x 8 GB) DDR3-1600 CL11,7500,DDR3-1600,1 x 8 GB,Black / Green,1
G.Skill Ripjaws X Series 16 GB (2 x 8 GB) DDR3-1333 CL9,16500,DDR3-1333,2 x 8 GB,Black / Red,1
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3466 CL16,17500,DDR4-3466,2 x 8 GB,9.233 ns,1
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-2133 CL15,14000,DDR4-2133,2 x 8 GB,Black / Red,1
Corsair Vengeance RGB Pro 16 GB (1 x 16 GB) DDR4-3200 CL16,120000,DDR4-3200,1 x 16 GB,10 ns,1
G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-2133 CL15,16600,DDR4-2133,2 x 8 GB,Black / Red,1
G.Skill Sniper X 16 GB (2 x 8 GB) DDR4-3200 CL16,13800,DDR4-3200,2 x 8 GB,Black,1
Crucial Ballistix 64 GB (2 x 32 GB) DDR4-3200 CL16,52000,DDR4-3200,2 x 32 GB,Black,1
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-2400 CL17,15000,DDR4-2400,2 x 8 GB,Black / Red,1
G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-3000 CL15,38500,DDR4-3000,2 x 16 GB,Black,1
Kingston HyperX Fury RGB 32 GB (4 x 8 GB) DDR4-3200 CL16,34000,DDR4-3200,4 x 8 GB,Black,1
G.Skill Ripjaws X Series 16 GB (2 x 8 GB) DDR3-1600 CL10,18000,DDR3-1600,2 x 8 GB,Black / Red,1
G.Skill TridentZ RGB 32 GB (2 x 16 GB) DDR4-2400 CL15,31000,DDR4-2400,2 x 16 GB,Black,1
ADATA XPG Z1 16 GB (2 x 8 GB) DDR4-2400 CL16,23000,DDR4-2400,2 x 8 GB,Black,1
G.Skill Trident Z 16 GB (2 x 8 GB) DDR4-4000 CL19,23000,DDR4-4000,2 x 8 GB,Black / White,1
Kingston HyperX FURY 8 GB (2 x 4 GB) DDR3-1866 CL11,9600,DDR3-1866,2 x 4 GB,Black,1
Crucial Ballistix 16 GB (2 x 8 GB) DDR3-1600 CL8,17500,DDR3-1600,1 x 8 GB,Black,1
G.Skill TridentZ RGB 32 GB (2 x 16 GB) DDR4-3200 CL15,33500,DDR4-3200,2 x 16 GB,Black,1
Kingston HyperX Blu 8 GB (2 x 4 GB) DDR3-1333 CL9,9000,DDR3-1333,2 x 4 GB,Black,1
G.Skill Ripjaws X Series 8 GB (2 x 4 GB) DDR3-1866 CL8,8200,DDR3-1866,2 x 4 GB,Black,1
G.Skill Ripjaws V 8 GB (1 x 8 GB) DDR4-3600 CL19,8700,DDR4-3600,1 x 8 GB,Red / Black,1
Kingston HyperX Fury RGB 64 GB (2 x 32 GB) DDR4-3200 CL16,36000,DDR4-3200,2 x 32 GB,Black,1
Corsair Vengeance LPX 64 GB (4 x 16 GB) DDR4-3600 CL18,82500,DDR4-3600,4 x 16 GB,Black,1
G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3200 CL14,29000,DDR4-3200,2 x 16 GB,Silver / Black,1
Corsair Vengeance LPX 64 GB (4 x 16 GB) DDR4-4000 CL18,83500,DDR4-4000,4 x 16 GB,Black,1
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3333 CL16,26000,DDR4-3333,2 x 16 GB,Black,1
Kingston HyperX Predator RGB 16 GB (2 x 8 GB) DDR4-3600 CL17,19000,DDR4-3600,2 x 8 GB,Black,1
Team T-Force Night Hawk RGB 32 GB (2 x 16 GB) DDR4-3000 CL16,27000,DDR4-3000,2 x 16 GB,Black,1
Patriot Viper 4 16 GB (2 x 8 GB) DDR4-3733 CL17,14000,DDR4-3733,2 x 8 GB,Red / Black,1
PNY XLR8 16 GB (2 x 8 GB) DDR4-2666 CL16,15000,DDR4-2666,2 x 8 GB,Black / Red,1
G.Skill Value 8 GB (1 x 8 GB) DDR3-1600 CL11,8500,DDR3-1600,1 x 8 GB,Black,1
Patriot Viper 4 32 GB (2 x 16 GB) DDR4-3200 CL16,24000,DDR4-3200,2 x 16 GB,Red / Black,1
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4600 CL18,31000,DDR4-4600,2 x 8 GB,Silver,1
Kingston HyperX Fury RGB 16 GB (2 x 8 GB) DDR4-3000 CL15,17000,DDR4-3000,2 x 8 GB,Black,1
G.Skill Ripjaws V Series 8 GB (1 x 8 GB) DDR4-2800 CL15,8500,DDR4-2800,1 x 8 GB,Black,1
G.Skill Ripjaws V 128 GB (4 x 32 GB) DDR4-3600 CL18,175000,DDR4-3600,4 x 32 GB,Black,1